,marital_status,application_mode,course,time_attendance,previous_qualification,mother_qualification,father_qualification,mother_occupation,father_occupation,displaced,debtor,tuition_fees_up_to_date,gender,scholarship_holder,Application_order,Previous_qualification_grade,Admission_grade,Age_at_enrollment,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,GDP,graduate
1920,single,Over 23 years old,Agronomy,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,male,no,1.0,133.1,110.0,31.0,0.0,6.0,8.0,0.0,0.0,0.0,-0.92,0
1921,single,Over 23 years old,Agronomy,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Armed Forces Professions,no,no,yes,male,no,1.0,133.1,145.8,34.0,0.0,6.0,15.0,5.0,13.333333333333334,0.0,1.79,1
1922,single,1st phase - general contingent,Animation and Multimedia Design,daytime,Secondary education,11th Year of Schooling - Not Completed,11th Year of Schooling - Not Completed,Administrative staff,Administrative staff,yes,no,yes,male,yes,6.0,126.0,130.2,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.12,0
1923,single,1st phase - general contingent,Advertising and Marketing Management,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,no,no,yes,male,yes,1.0,137.0,122.3,18.0,0.0,6.0,7.0,6.0,13.571428571428571,0.0,1.79,1
1924,single,2nd phase - general contingent,Communication Design,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,yes,no,yes,male,yes,4.0,117.0,125.4,19.0,0.0,6.0,6.0,6.0,12.833333333333334,0.0,2.02,1
1925,single,Change of course,Management (evening attendance),evening,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Administrative staff,no,no,yes,male,no,1.0,100.0,130.0,40.0,1.0,5.0,6.0,4.0,10.25,0.0,-4.06,0
1926,single,Over 23 years old,Equinculture,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Unskilled Workers,Unskilled Workers,no,no,yes,male,no,1.0,120.0,150.0,25.0,0.0,6.0,6.0,0.0,0.0,0.0,1.79,0
1927,single,2nd phase - general contingent,Informatics Engineering,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,yes,yes,yes,male,no,5.0,126.0,116.9,20.0,0.0,5.0,5.0,4.0,14.5,0.0,2.02,0
1928,single,Over 23 years old,Agronomy,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Armed Forces Professions,yes,no,no,male,no,1.0,111.0,95.8,43.0,0.0,6.0,0.0,0.0,0.0,0.0,-4.06,0
1929,single,Change of course,Agronomy,daytime,Secondary education,Higher Education - Bachelor,Higher Education - Master,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Ma",no,no,yes,male,no,1.0,150.0,150.0,35.0,16.0,18.0,22.0,18.0,11.666666666666666,0.0,-4.06,1
1930,single,2nd phase - general contingent,Management (evening attendance),evening,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Administrative staff,no,no,yes,male,no,2.0,116.0,118.5,23.0,0.0,5.0,6.0,4.0,13.0,0.0,0.32,1
1931,single,2nd phase - general contingent,Nursing,daytime,Secondary education,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,no,no,yes,male,no,1.0,130.0,131.1,19.0,0.0,7.0,8.0,7.0,12.12142857142857,0.0,1.79,1
1932,single,Short cycle diploma holders,Veterinary Nursing,daytime,Professional higher technical course,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,yes,no,yes,male,yes,1.0,150.0,150.3,21.0,7.0,11.0,15.0,9.0,14.22222222222222,0.0,3.51,1
1933,single,3rd phase - general contingent,Informatics Engineering,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,Intermediate Level Technicians and Professions,yes,no,yes,male,no,1.0,108.0,105.6,20.0,0.0,5.0,7.0,5.0,12.166666666666666,0.0,1.79,1
1934,single,Over 23 years old,Advertising and Marketing Management,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,no,no,yes,male,yes,1.0,133.1,125.3,30.0,0.0,6.0,0.0,0.0,0.0,0.0,1.79,0
1935,divorced,Over 23 years old,Tourism,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers,yes,no,yes,male,no,1.0,120.0,131.0,44.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,1.79,1
1936,single,3rd phase - general contingent,Nursing,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Higher Education - Degree,Administrative staff,Unskilled Workers,no,no,yes,male,no,1.0,146.0,127.0,19.0,0.0,8.0,8.0,7.0,13.614285714285714,0.0,-1.7,1
1937,single,Technological specialization diploma holders,Equinculture,daytime,Technological specialization course,Higher Education - Bachelor,Secondary Education - 12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",yes,no,yes,male,no,1.0,150.0,150.0,22.0,11.0,18.0,32.0,12.0,12.857142857142858,1.0,-0.92,1
1938,single,1st phase - general contingent,Equinculture,daytime,Secondary education,Higher Education - Degree,Higher Education - Degree,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Ma",Specialists in Intellectual and Scientific Activities,no,no,yes,male,no,1.0,160.0,149.2,18.0,0.0,5.0,7.0,4.0,14.0,0.0,0.32,1
1939,single,2nd phase - general contingent,Advertising and Marketing Management,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,yes,no,yes,male,yes,1.0,125.0,121.5,21.0,0.0,6.0,8.0,4.0,14.75,0.0,-1.7,1
1940,single,1st phase - general contingent,Veterinary Nursing,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Other Situation,Other Situation,no,no,yes,male,no,2.0,125.0,137.3,18.0,0.0,6.0,0.0,0.0,0.0,0.0,0.32,0
1941,single,2nd phase - general contingent,Advertising and Marketing Management,daytime,Secondary education,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,yes,no,yes,male,no,4.0,122.0,119.6,18.0,0.0,6.0,8.0,6.0,13.625,0.0,2.02,1
1942,single,1st phase - general contingent,Animation and Multimedia Design,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,Intermediate Level Technicians and Professions,no,no,yes,male,no,1.0,138.0,141.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,1
1943,single,Technological specialization diploma holders,Agronomy,daytime,Technological specialization course,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",yes,no,yes,male,no,1.0,150.0,150.0,21.0,0.0,6.0,12.0,4.0,11.8,0.0,-0.92,0
1944,single,Over 23 years old,Agronomy,daytime,Secondary education,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,no,no,yes,male,no,1.0,140.0,110.0,31.0,0.0,6.0,8.0,6.0,15.125,0.0,-0.92,1
1945,single,2nd phase - general contingent,Tourism,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,yes,no,yes,male,no,5.0,113.0,110.2,21.0,0.0,6.0,10.0,4.0,11.5,0.0,-3.12,0
1946,single,Transfer,Journalism and Communication,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Frequency of Higher Education,Administrative staff,Intermediate Level Technicians and Professions,no,no,yes,male,no,1.0,133.1,120.0,27.0,0.0,4.0,8.0,0.0,0.0,0.0,-3.12,0
1947,single,1st phase - general contingent,Management,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers,yes,no,yes,male,no,5.0,118.0,114.2,20.0,0.0,5.0,9.0,3.0,10.333333333333334,0.0,1.79,1
1948,single,3rd phase - general contingent,Journalism and Communication,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,male,no,1.0,125.0,121.5,19.0,0.0,6.0,6.0,6.0,13.833333333333334,0.0,3.51,1
1949,single,2nd phase - general contingent,Equinculture,daytime,Secondary education,Other - 11th Year of Schooling,Other - 11th Year of Schooling,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,yes,no,yes,male,no,1.0,131.0,128.2,18.0,0.0,6.0,7.0,6.0,14.0,0.0,1.79,1
1950,single,Over 23 years old,Equinculture,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",yes,no,yes,male,no,1.0,133.1,120.0,29.0,0.0,5.0,11.0,1.0,18.0,2.0,1.74,0
1951,single,1st phase - general contingent,Animation and Multimedia Design,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Higher Education - Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,yes,no,yes,male,yes,5.0,139.0,136.9,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.12,1
1952,single,1st phase - general contingent,Advertising and Marketing Management,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,no,no,no,male,no,1.0,95.0,95.0,21.0,0.0,6.0,9.0,4.0,13.25,0.0,-1.7,0
1953,single,Over 23 years old,Management,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Skilled Workers in Industry, Construction and Craftsmen",Intermediate Level Technicians and Professions,no,no,yes,male,yes,1.0,150.0,148.8,25.0,0.0,5.0,7.0,4.0,14.25,0.0,-1.7,1
1954,single,Over 23 years old,Management,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,no,no,no,male,no,1.0,120.0,110.0,32.0,0.0,5.0,9.0,0.0,0.0,1.0,-3.12,0
1955,single,Change of course,Management (evening attendance),evening,Secondary education,Higher Education - Degree,Higher Education - Master,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,no,no,no,male,no,1.0,136.0,133.9,26.0,8.0,12.0,12.0,8.0,11.25,0.0,0.32,0
1956,single,1st phase - general contingent,Equinculture,daytime,Secondary education,Higher Education - Bachelor,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,male,yes,1.0,133.0,125.7,18.0,0.0,6.0,7.0,6.0,13.5,0.0,1.79,1
1957,single,2nd phase - general contingent,Tourism,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",no,no,yes,male,yes,1.0,125.0,116.6,19.0,0.0,6.0,8.0,5.0,12.666666666666666,0.0,-0.92,1
1958,single,1st phase - general contingent,Communication Design,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,male,yes,3.0,127.0,141.0,19.0,0.0,6.0,6.0,6.0,15.166666666666666,0.0,1.79,1
1959,single,Holders of other higher courses,Informatics Engineering,daytime,Higher education - degree (1st cycle),Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,no,no,yes,male,no,1.0,130.0,130.0,27.0,4.0,6.0,6.0,6.0,13.166666666666666,0.0,2.02,0
1960,single,Technological specialization diploma holders,Communication Design,daytime,Technological specialization course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Administrative staff,Student,yes,no,yes,male,no,1.0,140.0,140.0,21.0,0.0,6.0,6.0,6.0,14.5,0.0,1.79,1
1961,single,1st phase - general contingent,Animation and Multimedia Design,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",yes,yes,no,male,no,1.0,135.0,137.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7,1
1962,single,2nd phase - general contingent,Management,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",yes,no,yes,male,yes,4.0,132.0,120.8,18.0,0.0,5.0,8.0,4.0,10.8,0.0,2.02,0
1963,single,Over 23 years old,Social Service,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",no,no,yes,male,no,2.0,110.0,136.5,28.0,0.0,5.0,6.0,0.0,0.0,0.0,0.79,0
1964,married,Over 23 years old,Agronomy,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Ma",no,yes,no,male,no,1.0,130.0,122.0,25.0,3.0,10.0,23.0,6.0,11.428571428571429,0.0,-4.06,0
1965,single,Change of course,Agronomy,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,no,no,yes,male,no,1.0,130.0,130.0,25.0,8.0,14.0,24.0,8.0,12.5,2.0,-4.06,0
1966,single,1st phase - general contingent,Tourism,daytime,Secondary education,Higher Education - Master,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",no,no,yes,male,no,1.0,133.1,98.0,26.0,0.0,6.0,6.0,0.0,0.0,0.0,1.74,0
1967,single,2nd phase - general contingent,Management,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Personal Services, Security and Safety Workers and Sellers",yes,no,yes,male,yes,3.0,135.0,121.0,18.0,0.0,5.0,8.0,5.0,12.75,0.0,0.79,1
1968,single,Over 23 years old,Agronomy,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Degree,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",no,no,yes,male,no,1.0,140.0,130.0,25.0,0.0,6.0,8.0,0.0,0.0,0.0,-0.92,0
